1000.0,1000.0,inf,0.0
1001.0,1000.0,inf,-0.0999000999000999
1002.0,1000.0,inf,-0.19960079840319359
1003.0,1000.0,inf,-0.29910269192422734
1004.0,1000.0,inf,-0.398406374501992
1005.0,1000.0,inf,-0.4975124378109453
1006.0,1000.0,inf,-0.5964214711729622
1007.0,1000.0,inf,-0.6951340615690168
1008.0,1000.0,inf,-0.7936507936507936
1009.0,1000.0,inf,-0.8919722497522299
1010.0,1000.0,inf,-0.9900990099009901
1011.0,1000.0,inf,-1.0880316518298714
1012.0,1000.0,inf,-1.185770750988142
1013.0,1000.0,inf,-1.2833168805528135
1014.0,1000.0,inf,-1.3806706114398422
1015.0,1000.0,inf,-1.477832512315271
1016.0,1500.0,3300.0,1.500984251968504
1017.0,1500.0,3300.0,1.4011799410029497
1018.0,1500.0,3300.0,1.3015717092337917
1019.0,1500.0,3300.0,1.2021589793915604
1020.0,1500.0,3300.0,1.1029411764705883
1021.0,1500.0,3300.0,1.0039177277179236
1022.0,1500.0,3300.0,0.9050880626223091
1023.0,1500.0,3300.0,0.8064516129032258
1024.0,1500.0,3300.0,0.7080078125
1025.0,1500.0,3300.0,0.6097560975609756
1026.0,1500.0,3300.0,0.5116959064327485
1027.0,1500.0,3300.0,0.41382667964946446
1028.0,1500.0,3300.0,0.316147859922179
1029.0,1500.0,3300.0,0.21865889212827988
1030.0,1500.0,3300.0,0.12135922330097086
1031.0,1500.0,3300.0,0.024248302618816685
1032.0,1500.0,3300.0,-0.07267441860465117
1033.0,1500.0,3300.0,-0.16940948693126814
1034.0,1500.0,3300.0,-0.26595744680851063
1035.0,1500.0,3300.0,-0.36231884057971014
1036.0,1500.0,3300.0,-0.4584942084942085
1037.0,1500.0,3300.0,-0.5544840887174541
1038.0,1500.0,3300.0,-0.6502890173410405
1039.0,1500.0,3300.0,-0.7459095283926853
1040.0,1500.0,3300.0,-0.8413461538461539
1041.0,1500.0,3300.0,-0.9365994236311239
1042.0,1500.0,3300.0,-1.0316698656429943
1043.0,1500.0,3300.0,-1.1265580057526365
1044.0,1500.0,3300.0,-1.221264367816092
1045.0,1500.0,3300.0,-1.3157894736842104
1046.0,1500.0,3300.0,-1.410133843212237
1047.0,1500.0,3300.0,-1.5042979942693409
1048.0,1500.0,3300.0,-1.5982824427480915
1049.0,1500.0,3300.0,-1.6920877025738796
1050.0,1500.0,3300.0,-1.7857142857142856
1051.0,1500.0,3300.0,-1.879162702188392
1052.0,1500.0,3300.0,-1.9724334600760456
1053.0,1500.0,3300.0,-2.0655270655270654
1054.0,1500.0,3300.0,-2.1584440227703983
1055.0,1500.0,3300.0,-2.251184834123223
1056.0,1500.0,3300.0,-2.34375
1057.0,1500.0,3300.0,-2.436140018921476
1058.0,1500.0,3300.0,-2.5283553875236295
1059.0,1500.0,3300.0,-2.6203966005665724
1060.0,1500.0,3300.0,-2.7122641509433962
1061.0,1500.0,3300.0,-2.803958529688973
1062.0,1500.0,3300.0,-2.8954802259887007
1063.0,1500.0,3300.0,-2.986829727187206
1064.0,1500.0,3300.0,-3.0780075187969924
1065.0,1500.0,3300.0,-3.169014084507042
1066.0,1500.0,3300.0,-3.25984990619137
1067.0,1500.0,3300.0,-3.350515463917526
1068.0,1500.0,3300.0,-3.4410112359550564
1069.0,1500.0,3300.0,-3.5313376987839105
1070.0,1500.0,3300.0,-3.6214953271028034
1071.0,1500.0,3300.0,-3.711484593837535
1072.0,1500.0,3300.0,-3.801305970149254
1073.0,1500.0,3300.0,-3.8909599254426843
1074.0,1500.0,3300.0,-3.9804469273743015
1075.0,1500.0,3300.0,-4.069767441860465
1076.0,1500.0,3300.0,-4.158921933085502
